,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,CENTRAL INDEX KEY,FISCAL YEAR END
1174,0001193125-12-066932,10-K,20111231,20120217,20120217,MARKETAXESS HOLDINGS INC,0001278021,1231
1175,0001193125-12-078199,10-K,20111231,20120224,20120224,REGIONS FINANCIAL CORP,0001281761,1231
1176,0001445305-12-000521,10-K,20111231,20120229,20120229,METROPCS COMMUNICATIONS INC,0001283699,1231
1177,0001193125-12-083193,10-K,20120101,20120228,20120228,DOMINOS PIZZA INC,0001286681,Not found
1178,0001306830-12-000015,10-K,20111231,20120210,20120210,Celanese CORP,0001306830,1231
1179,0001193125-12-094395,10-K,20111231,20120302,20120302,"Builders FirstSource, Inc.",0001316835,1231
1180,0001193125-12-050009,10-K,20111231,20120210,20120209,"Expedia, Inc.",0001324424,1231
1181,0001193125-12-284007,10-K,20120531,20120626,20120626,ORACLE CORP,0001341439,0531
1182,0001193125-12-143392,10-K,20111231,20120330,20120330,"EPAM Systems, Inc.",0001352010,1231
1183,0001193125-12-085869,10-K,20111231,20120228,20120228,BlackRock Inc.,0001364742,0226
1184,0001445305-12-000485,10-K,20111231,20120228,20120228,"CBOE Holdings, Inc.",0001374310,1231
1185,0001389170-12-000007,10-K,20111231,20120227,20120227,Targa Resources Corp.,0001389170,1231
1186,0001393612-12-000008,10-K,20111130,20120126,20120126,Discover Financial Services,0001393612,1130
1187,0001193125-12-136579,10-K,20120128,20120328,20120328,"Ulta Salon, Cosmetics & Fragrance, Inc.",0001403568,0203
1188,0001193125-12-086989,10-K,20111231,20120229,20120229,MSCI Inc.,0001408198,1130
1189,0001193125-12-085286,10-K,20111231,20120228,20120228,"Verisk Analytics, Inc.",0001442145,1231
1190,0001445305-12-000370,10-K,20111231,20120221,20120221,Ingersoll-Rand plc,0001466258,1231
1191,0001474735-12-000013,10-K,20111231,20120309,20120309,GENERAC HOLDINGS INC.,0001474735,1231
1192,0001193125-12-088192,10-K,20111231,20120229,20120229,LyondellBasell Industries N.V.,0001489393,1231
1193,0001135017-12-000009,10-K,20120222,20120223,20120222,"KINDER MORGAN, INC.",0001506307,1231
1194,0001193125-12-088690,10-K,20111231,20120229,20120229,Marathon Petroleum Corp,0001510295,1231
1195,0001193125-13-062916,10-K,20121231,20130215,20130829,ALCOA INC,0000004281,1231
1196,0001193125-13-065466,10-K/A,20121231,20130219,20130219,ALCOA INC,0000004281,1231
1197,0000006951-13-000044,10-K,20131027,20131204,20131204,APPLIED MATERIALS INC /DE,0000006951,1030
1198,0000007084-13-000014,10-KT,20121231,20130228,20130228,ARCHER DANIELS MIDLAND CO,0000007084,1231
1199,0001104659-13-013165,10-K,20121231,20130222,20130222,BALL CORP,0000009389,1231
1200,0000016918-13-000008,10-K,20130228,20130429,20130429,"CONSTELLATION BRANDS, INC.",0000016918,0228
1201,0001144204-13-011557,10-K,20121231,20130227,20130227,CINCINNATI FINANCIAL CORP,0000020286,1231
1202,0001047469-13-003100,10-K,20130202,20130320,20130320,TARGET CORP,0000027419,0131
1203,0001104659-13-012699,10-K,20121231,20130221,20130221,EQT Corp,0000033213,1231
1204,0001193125-13-071824,10-K,20121231,20130225,20130222,M&T BANK CORP,0000036270,1231
1205,0001193125-13-080002,10-K,20121230,20130227,20130227,HASBRO INC,0000046080,1230
1206,0001047469-13-011417,10-K,20131031,20131230,20131227,HEWLETT PACKARD CO,0000047217,1031
1207,0000059478-13-000007,10-K,20121231,20130221,20130221,LILLY ELI & CO,0000059478,1231
1208,0001193125-13-070611,10-K,20121231,20130222,20130222,LOEWS CORP,0000060086,1231
1209,0001104659-13-010881,10-K,20121231,20130214,20130214,3M CO,0000066740,1231
1210,0001445305-13-000205,10-K,20121231,20130212,20130212,"Motorola Solutions, Inc.",0000068505,1231
1211,0001140361-13-008903,10-K,20121231,20130222,20130222,XCEL ENERGY INC,0000072903,1231
1212,0000074208-13-000007,10-K,20121231,20130227,20130226,"UDR, Inc.",0000074208,1231
1213,0001193125-13-083569,10-K,20121231,20130228,20130228,PACKAGING CORP OF AMERICA,0000075677,1231
1214,0001445305-13-000278,10-K,20121229,20130221,20130221,PEPSICO INC,0000077476,1231
1215,0001047469-13-001997,10-K/A,20121231,20130301,20130301,"TRAVELERS COMPANIES, INC.",0000086312,1231
1216,0001193125-13-031766,10-K,20121231,20130131,20130131,SCHLUMBERGER LTD /NV/,0000087347,1231
1217,0001193125-13-058193,10-K,20121229,20130214,20130214,SNAP-ON Inc,0000091440,0103
1218,0001193125-13-041608,10-K,20121231,20130207,20130206,SOUTHWEST AIRLINES CO,0000092380,1231
1219,0000097745-13-000007,10-K,20121231,20130227,20130227,THERMO FISHER SCIENTIFIC INC.,0000097745,1231
1220,0001193125-13-045658,10-K,20121231,20130208,20130208,UNION PACIFIC CORP,0000100885,1231
1221,0000101778-13-000006,10-K,20121231,20130222,20130222,MARATHON OIL CORP,0000101778,1231
1222,0001193125-13-079974,10-K,20121229,20130227,20130227,V F CORP,0000103379,1231
1223,0001193125-13-338607,10-K,20130628,20130819,20130816,WESTERN DIGITAL CORP,0000106040,0629
1224,0001193125-13-346761,10-K,20130628,20130826,20130826,HARRIS CORP /DE/,0000202058,0630
1225,0001104659-13-011048,10-K,20121229,20130215,20130215,TEXTRON INC,0000217346,0102
1226,0001193125-13-084618,10-K,20121231,20130228,20130228,Merck & Co. Inc.,0000310158,1231
1227,0001193125-13-062356,10-K,20121213,20130215,20130215,HALF ROBERT INTERNATIONAL INC /DE/,0000315213,1231
1228,0001047469-13-001494,10-K,20121231,20130222,20130222,Aon plc,0000315293,1231
1229,0001193125-13-071646,10-K,20121231,20130222,20130222,SCHWAB CHARLES CORP,0000316709,1231
1230,0001445305-13-000364,10-K,20121231,20130227,20130227,AMGEN INC,0000318154,1231
1231,0001193125-13-416534,10-K,20130928,20131030,20131029,APPLE INC,0000320193,0929
1232,0001193125-13-046126,10-K,20121231,20130208,20130208,GALLAGHER ARTHUR J & CO,0000354190,1231
1233,0000354950-13-000008,10-K,20130203,20130328,20130328,HOME DEPOT INC,0000354950,0129
1234,0001193125-13-348269,10-K,20130630,20130827,20130827,LAM RESEARCH CORP,0000707549,0630
1235,0000711404-13-000012,10-K,20131031,20131220,20131220,COOPER COMPANIES INC,0000711404,1031
1236,0000712515-13-000022,10-K,20130331,20130522,20130522,ELECTRONIC ARTS INC.,0000712515,0331
1237,0000720005-13-000089,10-K,20130930,20131126,20131126,RAYMOND JAMES FINANCIAL INC,0000720005,0930
1238,0000721371-13-000154,10-K,20130630,20130820,20130820,CARDINAL HEALTH INC,0000721371,0630
1239,0000723531-13-000021,10-K,20130531,20130722,20130722,PAYCHEX INC,0000723531,0531
1240,0000731766-13-000005,10-K,20121231,20130207,20130206,UNITEDHEALTH GROUP INC,0000731766,1231
1241,0000740260-13-000047,10-K,20121231,20130219,20130219,VENTAS INC,0000740260,1231
1242,0000764478-13-000014,10-KT,20130202,20130327,20130327,BEST BUY CO INC,0000764478,0202
1243,0001193125-13-310206,10-K,20130630,20130730,20130730,MICROSOFT CORP,0000789019,0630
1244,0001193125-13-071589,10-K,20121231,20130222,20130222,FISERV INC,0000798354,1231
1245,0001234452-13-000483,10-K,20130929,20131106,20131106,QUALCOMM INC/DE,0000804328,0925
1246,0000813672-13-000007,10-K,20121229,20130221,20130221,CADENCE DESIGN SYSTEMS INC,0000813672,1229
1247,0001047469-13-001192,10-K,20121221,20130215,20130215,CBS CORP,0000813828,1231
1248,0001193125-13-438562,10-K,20130930,20131112,20131112,FAIR ISAAC CORP,0000814547,0930
1249,0000818479-13-000008,10-K,20121231,20130220,20130220,DENTSPLY INTERNATIONAL INC /DE/,0000818479,0331
1250,0001047469-13-001718,10-K,20121231,20130227,20130226,AMERIPRISE FINANCIAL INC,0000820027,1231
1251,0001104659-13-013180,10-K,20121231,20130222,20130222,AMPHENOL CORP /DE/,0000820313,1231
1252,0000827054-13-000171,10-K,20130331,20130530,20130530,MICROCHIP TECHNOLOGY INC,0000827054,0331
1253,0000833444-13-000045,10-K,20130927,20131114,20131114,TYCO INTERNATIONAL LTD,0000833444,0927
1254,0001193125-13-226119,10-K,20130329,20130517,20130517,SYMANTEC CORP,0000849399,0402
1255,0000851968-13-000027,10-K,20121231,20130227,20130227,MOHAWK INDUSTRIES INC,0000851968,1231
1256,0001193125-13-453681,10-K,20130928,20131126,20131126,HOLOGIC INC,0000859737,0928
1257,0001193125-13-077574,10-K,20121231,20130227,20130226,"HCA Holdings, Inc.",0000860730,1231
1258,0000864749-13-000005,10-K,20121228,20130225,20130225,TRIMBLE NAVIGATION LTD /CA/,0000864749,1231
1259,0001104659-13-016713,10-K,20121231,20130301,20130301,Monster Beverage Corp,0000865752,1231
1260,0001193125-13-413428,10-K,20130831,20131028,20131028,AUTOZONE INC,0000866787,1231
1261,0001532176-13-000004,10-K,20121231,20130215,20130215,REGENERON PHARMACEUTICALS INC,0000872589,1231
1262,0001193125-13-077580,10-K,20121231,20130227,20130226,AES CORP,0000874761,1231
1263,0000875045-13-000006,10-K,20121231,20130205,20130205,BIOGEN IDEC INC.,0000875045,1231
1264,0001193125-13-069145,10-K,20121231,20130221,20130221,ZEBRA TECHNOLOGIES CORP,0000877212,1231
1265,0001047469-13-001393,10-K,20121231,20130221,20130221,INCYTE CORP,0000879169,1231
1266,0000882184-13-000084,10-K,20130930,20131126,20131126,HORTON D R INC /DE/,0000882184,0930
1267,0001193125-13-479653,10-K,20131031,20131220,20131219,SYNOPSYS INC,0000883241,1031
1268,0001047469-13-001567,10-K,20121231,20130225,20130225,ROYAL CARIBBEAN CRUISES LTD,0000884887,1231
1269,0001193125-13-077191,10-K,20121231,20130226,20130226,MORGAN STANLEY,0000895421,1231
1270,0000898173-13-000006,10-K,20121231,20130228,20130228,O REILLY AUTOMOTIVE INC,0000898173,1231
1271,0001193125-13-413660,10-K,20130831,20131028,20131028,JABIL CIRCUIT INC,0000898293,0831
1272,0001145443-13-001938,10-K,20130731,20130930,20130930,COPART INC,0000900075,0731
1273,0000906107-13-000005,10-K,20121231,20130221,20130221,EQUITY RESIDENTIAL,0000906107,1231
1274,0000906345-13-000003,10-K,20121231,20130215,20130215,CAMDEN PROPERTY TRUST,0000906345,1231
1275,0000908255-13-000006,10-K,20121231,20130214,20130214,BORGWARNER INC,0000908255,1231
1276,0001445305-13-002422,10-K,20130901,20131016,20131016,COSTCO WHOLESALE CORP /NEW,0000909832,0902
1277,0000910606-13-000009,10-K,20121231,20130301,20130301,REGENCY CENTERS CORP,0000910606,1231
1278,0000914208-13-000308,10-K,20121231,20130222,20130222,Invesco Ltd.,0000914208,1231
1279,0001193125-13-062728,10-K,20121231,20130215,20130215,ALBEMARLE CORP,0000915913,1231
1280,0001193125-13-070711,10-K,20121231,20130222,20130222,MARTIN MARIETTA MATERIALS INC,0000916076,1231
1281,0000920148-13-000022,10-K,20121231,20130226,20130226,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
1282,0001140361-13-009003,10-K,20121231,20130225,20130222,ESSEX PROPERTY TRUST INC,0000920522,1231
1283,0001193125-13-085450,10-K,20121231,20130301,20130228,DAVITA HEALTHCARE PARTNERS INC.,0000927066,1231
1284,0001561787-13-000010,10-K,20130331,20130507,20130507,MCKESSON CORP,0000927653,0331
1285,0000935703-13-000014,10-K,20130202,20130315,20130315,DOLLAR TREE INC,0000935703,0128
1286,0000936340-13-000028,10-K,20121231,20130220,20130220,DTE ENERGY CO,0000936340,1231
1287,0000945841-13-000019,10-K,20121231,20130301,20130301,POOL CORP,0000945841,1231
1288,0001047469-13-006006,10-K,20130331,20130514,20130513,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,0331
1289,0001193125-13-076804,10-K,20121231,20130226,20130226,WATERS CORP /DE/,0001000697,1231
1290,0001104659-13-065820,10-K,20130630,20130823,20130823,ESTEE LAUDER COMPANIES INC,0001001250,0630
1291,0001193125-13-261334,10-K,20130426,20130617,20130617,"NetApp, Inc.",0001002047,0426
1292,0001013871-13-000003,10-K,20121231,20130227,20130227,"NRG ENERGY, INC.",0001013871,1231
1293,0001047469-13-002039,10-K,20121231,20130301,20130301,IRON MOUNTAIN INC,0001020569,1231
1294,0001193125-13-036675,10-K,20121231,20130204,20130204,INTUITIVE SURGICAL INC,0001035267,1231
1295,0001037038-13-000009,10-K,20130330,20130523,20130523,RALPH LAUREN CORP,0001037038,0331
1296,0001193125-13-084781,10-K,20121231,20130228,20130228,BOSTON PROPERTIES INC,0001037540,1231
1297,0001037646-13-000005,10-K,20121231,20130208,20130208,METTLER TOLEDO INTERNATIONAL INC/,0001037646,1231
1298,0001193125-13-069307,10-K,20121231,20130221,20130221,AMETEK INC/,0001037868,1231
1299,0001038357-13-000009,10-K,20121231,20130213,20130213,PIONEER NATURAL RESOURCES CO,0001038357,1231
1300,0001039684-13-000024,10-K,20121231,20130226,20130226,ONEOK INC /NEW/,0001039684,1231
1301,0001445305-13-000255,10-K,20121228,20130220,20130220,MARRIOTT INTERNATIONAL INC /MD/,0001048286,1231
1302,0001445305-13-003079,10-K,20130930,20131122,20131122,F5 NETWORKS INC,0001048695,0930
1303,0001057352-13-000013,10-K,20121231,20130301,20130228,COSTAR GROUP INC,0001057352,1231
1304,0001193125-13-077271,10-K,20121231,20130226,20130226,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,1231
1305,0001065280-13-000008,10-K,20121231,20130201,20130131,NETFLIX INC,0001065280,1231
1306,0001193125-13-098571,10-K,20121231,20130308,20130308,TASER INTERNATIONAL INC,0001069183,Not found
1307,0001075531-13-000011,10-K,20121231,20130227,20130226,PRICELINE COM INC,0001075531,1231
1308,0001075531-13-000014,10-K/A,20121231,20130227,20130227,PRICELINE COM INC,0001075531,1231
1309,0001266432-13-000021,10-K,20121231,20130301,20130301,AKAMAI TECHNOLOGIES INC,0001086222,1231
1310,0001193125-13-068817,10-K,20121231,20130221,20130221,DEVON ENERGY CORP/DE,0001090012,1231
1311,0001090872-13-000029,10-K,20131031,20131219,20131219,AGILENT TECHNOLOGIES INC,0001090872,1031
1312,0001094285-13-000064,10-K,20121230,20130226,20130226,TELEDYNE TECHNOLOGIES INC,0001094285,1230
1313,0001193125-13-076823,10-K,20121231,20130226,20130226,ON SEMICONDUCTOR CORP,0001097864,1231
1314,0001445305-13-000358,10-K,20121229,20130227,20130227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,0001100682,1227
1315,0001113169-13-000010,10-K,20121231,20130205,20130205,PRICE T ROWE GROUP INC,0001113169,1231
1316,0001193125-13-069357,10-K,20121231,20130221,20130221,"NASDAQ OMX GROUP, INC.",0001120193,1231
1317,0001144204-13-011527,10-K,20121229,20130227,20130227,GARMIN LTD,0001121788,1230
1318,0001047469-13-000940,10-K,20121231,20130213,20130213,PRINCIPAL FINANCIAL GROUP INC,0001126328,0224
1319,0001130310-13-000006,10-K,20121231,20130227,20130227,CENTERPOINT ENERGY INC,0001130310,1231
1320,0001136893-13-000011,10-K,20121231,20130226,20130226,"Fidelity National Information Services, Inc.",0001136893,1231
1321,0001193125-13-087299,10-K,20121231,20130301,20130301,"CBRE GROUP, INC.",0001138118,1231
1322,0001141391-13-000003,10-K,20121231,20130214,20130214,MASTERCARD INC,0001141391,1231
1323,0001193125-13-070256,10-K,20121231,20130222,20130222,NEWMONT MINING CORP /DE/,0001164727,1231
1324,0001193125-13-067658,10-K,20121231,20130221,20130220,COMCAST CORP,0001166691,1231
1325,0001193125-13-087674,10-K,20121231,20130301,20130301,WYNN RESORTS LTD,0001174922,1231
1326,0001193125-13-067448,10-K,20121231,20130220,20130220,ASSURANT INC,0001267238,1231
1327,0001274494-13-000006,10-K,20121231,20130227,20130226,"FIRST SOLAR, INC.",0001274494,1231
1328,0001193125-13-069592,10-K,20121231,20130221,20130221,MARKETAXESS HOLDINGS INC,0001278021,1231
1329,0001193125-13-069212,10-K,20121231,20130221,20130221,REGIONS FINANCIAL CORP,0001281761,1231
1330,0001283699-13-000031,10-K,20121231,20130301,20130301,METROPCS COMMUNICATIONS INC,0001283699,1231
1331,0001193125-13-081957,10-K,20121230,20130228,20130228,DOMINOS PIZZA INC,0001286681,Not found
1332,0001306830-13-000007,10-K,20121231,20130208,20130208,Celanese Corp,0001306830,1231
1333,0001193125-13-087218,10-K,20121231,20130301,20130301,"Builders FirstSource, Inc.",0001316835,1231
1334,0001193125-13-039072,10-K,20121231,20130206,20130205,"Expedia, Inc.",0001324424,1231
1335,0001326801-13-000003,10-K,20121231,20130201,20130201,Facebook Inc,0001326801,Not found
1336,0001193125-13-272832,10-K,20130531,20130626,20130626,ORACLE CORP,0001341439,0531
1337,0001193125-13-101372,10-K,20121231,20130311,20130311,"EPAM Systems, Inc.",0001352010,1231
1338,0001193125-13-084957,10-K,20121231,20130301,20130228,BlackRock Inc.,0001364742,0226
1339,0001374310-13-000008,10-K,20121231,20130228,20130228,"CBOE Holdings, Inc.",0001374310,1231
1340,0001374310-13-000025,10-K/A,20121231,20130502,20130502,"CBOE Holdings, Inc.",0001374310,1231
1341,0001140361-13-008128,10-K,20121231,20130219,20130219,Targa Resources Corp.,0001389170,1231
1342,0001393612-13-000004,10-K,20121130,20130125,20130124,Discover Financial Services,0001393612,1231
1343,0001193125-13-140116,10-K,20130202,20130403,20130403,"Ulta Salon, Cosmetics & Fragrance, Inc.",0001403568,0203
1344,0001193125-13-087988,10-K,20121231,20130301,20130301,MSCI Inc.,0001408198,1231
1345,0001193125-13-076934,10-K,20121231,20130226,20130226,"Verisk Analytics, Inc.",0001442145,1231
1346,0001445305-13-000492,10-K,20121231,20130305,20130305,"Enphase Energy, Inc.",0001463101,1231
1347,0001466258-13-000006,10-K,20121231,20130214,20130214,Ingersoll-Rand plc,0001466258,1231
1348,0001474735-13-000006,10-K,20121231,20130313,20130313,GENERAC HOLDINGS INC.,0001474735,1231
1349,0001193125-13-051488,10-K,20121231,20130212,20130212,LyondellBasell Industries N.V.,0001489393,1231
1350,0001506307-13-000015,10-K,20121231,20130301,20130301,"KINDER MORGAN, INC.",0001506307,1231
1351,0001193125-13-084698,10-K,20121231,20130228,20130228,Marathon Petroleum Corp,0001510295,1231
1352,0001193125-14-051516,10-K,20131231,20140213,20140604,ALCOA INC,0000004281,1231
1353,0001193125-14-077565,10-K,20131231,20140228,20140228,HESS CORP,0000004447,1231
1354,0000006951-14-000037,10-K,20141026,20141217,20141217,APPLIED MATERIALS INC /DE,0000006951,1030
1355,0000007084-14-000011,10-K,20131231,20140226,20140226,ARCHER DANIELS MIDLAND CO,0000007084,1231
1356,0001193125-14-426571,10-K,20140930,20141126,20141126,BECTON DICKINSON & CO,0000010795,0930
1357,0000016918-14-000011,10-K,20140228,20140429,20140429,"CONSTELLATION BRANDS, INC.",0000016918,0228
1358,0000020286-14-000009,10-K,20131231,20140227,20140227,CINCINNATI FINANCIAL CORP,0000020286,1231
1359,0001104659-14-011816,10-K,20131231,20140220,20140220,EQT Corp,0000033213,1231
1360,0001193125-14-062812,10-K,20131231,20140221,20140221,M&T BANK CORP,0000036270,1231
1361,0000038777-14-000259,10-K,20140930,20141112,20141112,FRANKLIN RESOURCES INC,0000038777,0930
1362,0001193125-14-069828,10-K,20131229,20140226,20140226,HASBRO INC,0000046080,1230
1363,0001047469-14-009977,10-K,20141031,20141218,20141217,HEWLETT PACKARD CO,0000047217,1031
1364,0000052988-14-000173,10-K,20140926,20141124,20141121,JACOBS ENGINEERING GROUP INC /DE/,0000052988,0926
1365,0000059478-14-000078,10-K,20131231,20140219,20140219,LILLY ELI & CO,0000059478,1231
1366,0001193125-14-064964,10-K,20131231,20140224,20140224,LOEWS CORP,0000060086,1231
1367,0000060667-14-000054,10-K,20140131,20140331,20140331,LOWES COMPANIES INC,0000060667,0201
1368,0001104659-14-009773,10-K,20131231,20140213,20140213,3M CO,0000066740,1231
1369,0000072903-14-000009,10-K,20131231,20140221,20140221,XCEL ENERGY INC,0000072903,1231
1370,0001193125-14-077349,10-K,20131231,20140228,20140228,NUCOR CORP,0000073309,1231
1371,0000075677-14-000009,10-K,20131231,20140228,20140228,PACKAGING CORP OF AMERICA,0000075677,1231
1372,0001193125-14-054235,10-K,20131228,20140214,20140214,SNAP-ON Inc,0000091440,1229
1373,0000092380-14-000010,10-K,20131231,20140204,20140203,SOUTHWEST AIRLINES CO,0000092380,1231
1374,0000097745-14-000014,10-K,20131231,20140227,20140227,THERMO FISHER SCIENTIFIC INC.,0000097745,1231
1375,0001193125-14-040752,10-K,20131231,20140207,20140207,UNION PACIFIC CORP,0000100885,1231
1376,0000101778-14-000014,10-K,20131231,20140228,20140228,MARATHON OIL CORP,0000101778,1231
1377,0001193125-14-069474,10-K,20131228,20140226,20140226,V F CORP,0000103379,1231
1378,0000106040-14-000015,10-K,20140627,20140815,20140814,WESTERN DIGITAL CORP,0000106040,0628
1379,0000107263-14-000003,10-K,20131231,20140226,20140226,WILLIAMS COMPANIES INC,0000107263,1231
1380,0001193125-14-320240,10-K,20140627,20140825,20140825,HARRIS CORP /DE/,0000202058,0630
