,TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY
862,CVS,CVS US         d,64803,2019,0000064803-20-000007,10-K,20191231,20200218,20200218,CVS HEALTH Corp,1231,0,256776,268706,0,6634,7179,,0.02583574788921083,0.026716932260537538,inf,0.04646072841698601,,0.0008811843713267091
863,CVS,CVS US         d,64803,2020,0000064803-21-000011,10-K,20201231,20210216,20210216,CVS HEALTH Corp,1231,256776,268706,292111,6634,7179,7910,0.02583574788921083,0.026716932260537538,0.027078747462437224,0.04646072841698601,0.08710263261706103,0.0008811843713267091,0.0003618152018996859
864,CVS,CVS US         d,64803,2021,0000064803-22-000008,10-K,20211231,20220209,20220209,CVS HEALTH Corp,1231,268706,292111,322467.0,7179,7910,4311.0,0.026716932260537538,0.027078747462437224,0.01336880983170371,0.08710263261706103,0.10391940050186402,0.0003618152018996859,-0.013709937630733514
865,CVS,CVS US         d,64803,2022,0000064803-23-000009,10-K,20221231,20230208,20230208,CVS HEALTH Corp,1231,292111,322467.0,0,7910,4311.0,0,0.027078747462437224,0.01336880983170371,,0.10391940050186402,-1.0,-0.013709937630733514,
866,CZR,CZR US         d,1590895,2015,0001558370-16-004151,10-K,20151231,20160315,20160315,"Eldorado Resorts, Inc.",1231,0,719.78,892.9,0,114.18,24.8,,0.15863180416238296,0.027774666815992832,inf,0.24051793603601102,,-0.13085713734639012
867,CZR,CZR US         d,1590895,2016,0001564590-17-004044,10-K,20161231,20170313,20170313,"Eldorado Resorts, Inc.",1231,719.78,892.9,2056.01,114.18,24.8,95.24,0.15863180416238296,0.027774666815992832,0.04632273189332736,0.24051793603601102,1.3026206742076383,-0.13085713734639012,0.01854806507733453
868,CZR,CZR US         d,1590895,2018,0001564590-19-005640,10-K,20181231,20190301,20190301,"Eldorado Resorts, Inc.",1231,892.9,2056.01,2528.25,24.8,95.24,81,0.027774666815992832,0.04632273189332736,0.03203797092850786,1.3026206742076383,0.22968759879572556,0.01854806507733453,-0.014284760964819503
869,CZR,CZR US         d,1590895,2019,0001564590-20-007599,10-K,20191231,20200228,20200227,"Eldorado Resorts, Inc.",1231,2056.01,2528.25,3628,95.24,81,-1757,0.04632273189332736,0.03203797092850786,-0.4842888643880926,0.22968759879572556,0.43498467319292,-0.014284760964819503,-0.5163268353166005
870,CZR,CZR US         d,1590895,2020,0001590895-21-000085,10-K,20201231,20210301,20210226,"Caesars Entertainment, Inc.",1231,2528.25,3628,10821.0,81,-1757,-899.0,0.03203797092850786,-0.4842888643880926,-0.0830791978560207,0.43498467319292,1.9826350606394707,-0.5163268353166005,0.4012096665320719
871,CZR,CZR US         d,1590895,2022,0001590895-23-000070,10-K,20221231,20230222,20230221,"Caesars Entertainment, Inc.",1231,3628,10821.0,0,-1757,-899.0,0,-0.4842888643880926,-0.0830791978560207,,1.9826350606394707,-1.0,0.4012096665320719,
872,D,D US            d,715957,2008,0001193125-09-039102,10-K,20081231,20090226,20090226,DOMINION RESOURCES INC /VA/,1231,0,16290,12436,0,1834,1310,,0.11258440761203192,0.10533933740752653,inf,-0.2365868631062001,,-0.007245070204505391
873,D,D US            d,715957,2014,0001193125-15-067777,10-K,20141231,20150227,20150227,DOMINION RESOURCES INC /VA/,0503,16290,12436,11683,1834,1310,1899,0.11258440761203192,0.10533933740752653,0.1625438671574082,-0.2365868631062001,-0.06055001608234159,-0.007245070204505391,0.057204529749881675
874,D,D US            d,715957,2015,0001193125-16-480850,10-K,20151231,20160226,20160226,DOMINION RESOURCES INC /VA/,1231,12436,11683,11737,1310,1899,2123,0.10533933740752653,0.1625438671574082,0.18088097469540768,-0.06055001608234159,0.004622100487888385,0.057204529749881675,0.01833710753799947
875,D,D US            d,715957,2016,0001193125-17-060413,10-K,20161231,20170228,20170228,DOMINION RESOURCES INC /VA/,1231,11683,11737,12586,1899,2123,2999,0.1625438671574082,0.18088097469540768,0.23828062927061816,0.004622100487888385,0.07233534974865809,0.01833710753799947,0.057399654575210485
876,D,D US            d,715957,2017,0001193125-18-059578,10-K,20171231,20180227,20180227,DOMINION ENERGY INC /VA/,1231,11737,12586,11199,2123,2999,2447,0.18088097469540768,0.23828062927061816,0.21850165193320834,0.07233534974865809,-0.110201811536628,0.057399654575210485,-0.019778977337409825
877,D,D US            d,715957,2018,0001193125-19-057924,10-K,20181231,20190228,20190228,DOMINION ENERGY INC /VA/,1231,12586,11199,14172,2999,2447,-401,0.23828062927061816,0.21850165193320834,-0.028295230031047135,-0.110201811536628,0.2654701312617198,-0.019778977337409825,-0.24679688196425548
878,D,D US            d,715957,2020,0001564590-21-008442,10-K,20201231,20210225,20210225,"DOMINION ENERGY, INC",1231,11199,14172,13964,2447,-401,3288,0.21850165193320834,-0.028295230031047135,0.2354626181609854,0.2654701312617198,-0.01467682754727632,-0.24679688196425548,0.2637578481920325
879,D,D US            d,715957,2021,0001564590-22-006589,10-K,20211231,20220224,20220224,"DOMINION ENERGY, INC",1231,14172,13964,17174.0,-401,3288,994.0,-0.028295230031047135,0.2354626181609854,0.05787818795854198,-0.01467682754727632,0.22987682612431967,0.2637578481920325,-0.1775844302024434
880,D,D US            d,715957,2022,0000950170-23-003287,10-K,20221231,20230221,20230221,"DOMINION ENERGY, INC",1231,13964,17174.0,0,3288,994.0,0,0.2354626181609854,0.05787818795854198,,0.22987682612431967,-1.0,-0.1775844302024434,
881,DAY,DAY US         d,1725057,2018,0001564590-19-005517,10-K,20181231,20190228,20190228,Ceridian HCM Holding Inc.,1231,0,740.7,824.1,0,-60.6,78.7,,-0.08181449979748887,0.09549811916029609,inf,0.11259619279060344,,0.17731261895778494
882,DAY,DAY US         d,1725057,2019,0001564590-20-007850,10-K,20191231,20200228,20200228,Ceridian HCM Holding Inc.,1231,740.7,824.1,842.5,-60.6,78.7,-4,-0.08181449979748887,0.09549811916029609,-0.004747774480712166,0.11259619279060344,0.022327387452978978,0.17731261895778494,-0.10024589364100825
883,DAY,DAY US         d,1725057,2020,0001564590-21-009508,10-K,20201231,20210226,20210226,Ceridian HCM Holding Inc.,1231,824.1,842.5,1024.2,78.7,-4,-75.4,0.09549811916029609,-0.004747774480712166,-0.07361843389962898,0.022327387452978978,0.2156676557863502,-0.10024589364100825,-0.06887065941891682
884,DAY,DAY US         d,1725057,2021,0000950170-22-002143,10-K,20211231,20220228,20220225,Ceridian HCM Holding Inc.,1231,842.5,1024.2,1246.2,-4,-75.4,-73.4,-0.004747774480712166,-0.07361843389962898,-0.05889905312148933,0.2156676557863502,0.21675454012888107,-0.06887065941891682,0.014719380778139647
885,DAY,DAY US         d,1725057,2022,0000950170-23-005559,10-K,20221231,20230301,20230301,Ceridian HCM Holding Inc.,1231,1024.2,1246.2,0,-75.4,-73.4,0,-0.07361843389962898,-0.05889905312148933,,0.21675454012888107,-1.0,0.014719380778139647,
886,DFS,DFS US        xd,1393612,2007,0001193125-08-039547,10-K,20071130,20080227,20080227,Discover Financial Services,1130,0,5961.08,6093.39,0,197.51,927.75,,0.03313325773182041,0.15225514861185643,inf,0.02219564240037047,,0.11912189088003602
887,DFS,DFS US        xd,1393612,2008,0001193125-09-013205,10-K,20081130,20090128,20090128,Discover Financial Services,1130,5961.08,6093.39,7985.68,197.51,927.75,1276.19,0.03313325773182041,0.15225514861185643,0.1598098095591108,0.02219564240037047,0.31054798724519517,0.11912189088003602,0.007554660947254377
888,DFS,DFS US        xd,1393612,2009,0001193125-10-014549,10-K,20091130,20100128,20100127,Discover Financial Services,1130,6093.39,7985.68,8550,927.75,1276.19,2227,0.15225514861185643,0.1598098095591108,0.26046783625730996,0.31054798724519517,0.07066649302251025,0.007554660947254377,0.10065802669819915
889,DFS,DFS US        xd,1393612,2011,0001393612-12-000008,10-K,20111130,20120126,20120126,Discover Financial Services,1130,7985.68,8550,8984,1276.19,2227,2345,0.1598098095591108,0.26046783625730996,0.26101959038290296,0.07066649302251025,0.05076023391812866,0.10065802669819915,0.0005517541255929959
890,DFS,DFS US        xd,1393612,2012,0001393612-13-000004,10-K,20121130,20130125,20130124,Discover Financial Services,1231,8550,8984,9370,2227,2345,2470,0.26046783625730996,0.26101959038290296,0.26360725720384204,0.05076023391812866,0.04296527159394479,0.0005517541255929959,0.002587666820939083
891,DFS,DFS US        xd,1393612,2013,0001393612-14-000012,10-K,20131231,20140225,20140224,Discover Financial Services,1231,8984,9370,9611,2345,2470,2323,0.26101959038290296,0.26360725720384204,0.24170221621059204,0.04296527159394479,0.025720384204909286,0.002587666820939083,-0.021905040993249997
892,DFS,DFS US        xd,1393612,2014,0001393612-15-000007,10-K,20141231,20150225,20150225,Discover Financial Services,1231,9370,9611,10002,2470,2323,2297,0.26360725720384204,0.24170221621059204,0.22965406918616277,0.025720384204909286,0.04068255124336698,-0.021905040993249997,-0.012048147024429273
893,DFS,DFS US        xd,1393612,2015,0001393612-16-000059,10-K,20151231,20160224,20160224,Discover Financial Services,1231,9611,10002,10497,2323,2297,2393,0.24170221621059204,0.22965406918616277,0.22796989616080784,0.04068255124336698,0.04949010197960408,-0.012048147024429273,-0.0016841730253549236
894,DFS,DFS US        xd,1393612,2016,0001393612-17-000012,10-K,20161231,20170223,20170222,Discover Financial Services,1231,10002,10497,11545,2297,2393,2099,0.22965406918616277,0.22796989616080784,0.18181030749242097,0.04949010197960408,0.09983804896637134,-0.0016841730253549236,-0.046159588668386875
895,DFS,DFS US        xd,1393612,2017,0001393612-18-000012,10-K,20171231,20180221,20180221,Discover Financial Services,1231,10497,11545,12848,2393,2099,2742,0.22796989616080784,0.18181030749242097,0.2134184308841843,0.09983804896637134,0.11286271113035946,-0.046159588668386875,0.03160812339176333
896,DFS,DFS US        xd,1393612,2018,0001393612-19-000011,10-K,20181231,20190220,20190220,Discover Financial Services,1231,11545,12848,13989,2099,2742,2957,0.18181030749242097,0.2134184308841843,0.2113803702909429,0.11286271113035946,0.08880759651307596,0.03160812339176333,-0.0020380605932414086
897,DFS,DFS US        xd,1393612,2019,0001393612-20-000009,10-K,20191231,20200226,20200226,Discover Financial Services,1231,12848,13989,12953,2742,2957,1141,0.2134184308841843,0.2113803702909429,0.08808770169072802,0.08880759651307596,-0.07405818857673886,-0.0020380605932414086,-0.12329266860021487
898,DFS,DFS US        xd,1393612,2020,0001393612-21-000014,10-K,20201231,20210217,20210217,Discover Financial Services,1231,13989,12953,13221,2957,1141,5449,0.2113803702909429,0.08808770169072802,0.41214734135088116,-0.07405818857673886,0.02069018760132788,-0.12329266860021487,0.32405963966015316
899,DFS,DFS US        xd,1393612,2021,0001393612-22-000007,10-K,20211231,20220224,20220224,Discover Financial Services,1231,12953,13221,15202.0,1141,5449,4392.0,0.08808770169072802,0.41214734135088116,0.2889093540323642,0.02069018760132788,0.1498373799258755,0.32405963966015316,-0.12323798731851698
900,DFS,DFS US        xd,1393612,2022,0001393612-23-000007,10-K,20221231,20230223,20230223,Discover Financial Services,1231,13221,15202.0,0,5449,4392.0,0,0.41214734135088116,0.2889093540323642,,0.1498373799258755,-1.0,-0.12323798731851698,
901,DHI,DHI US         d,882184,2007,0000950134-07-024545,10-K,20070930,20071127,20071127,HORTON D R INC /DE/,0930,0,11296.5,3636.8,0,-712.5,71.8,,-0.063072633116452,0.019742630884293882,inf,-0.6780595759748594,,0.08281526400074589
902,DHI,DHI US         d,882184,2011,0000950123-11-099334,10-K,20110930,20111117,20111117,HORTON D R INC /DE/,0930,11296.5,3636.8,4354,-712.5,71.8,956.3,-0.063072633116452,0.019742630884293882,0.21963711529627927,-0.6780595759748594,0.19720633523977116,0.08281526400074589,0.1998944844119854
903,DHI,DHI US         d,882184,2012,0000882184-12-000065,10-K,20120930,20121116,20121116,HORTON D R INC /DE/,0930,3636.8,4354,6259.3,71.8,956.3,462.7,0.019742630884293882,0.21963711529627927,0.07392200405796175,0.19720633523977116,0.4375976113918236,0.1998944844119854,-0.14571511123831754
904,DHI,DHI US         d,882184,2013,0000882184-13-000084,10-K,20130930,20131126,20131126,HORTON D R INC /DE/,0930,4354,6259.3,8024.9,956.3,462.7,533.5,0.21963711529627927,0.07392200405796175,0.06648057919724856,0.4375976113918236,0.2820762705094818,-0.14571511123831754,-0.007441424860713183
905,DHI,DHI US         d,882184,2014,0000882184-14-000097,10-K,20140930,20141118,20141117,HORTON D R INC /DE/,0930,6259.3,8024.9,10824,462.7,533.5,750.7,0.07392200405796175,0.06648057919724856,0.06935513673318552,0.2820762705094818,0.3488018542287132,-0.007441424860713183,0.0028745575359369613
906,DHI,DHI US         d,882184,2015,0000882184-15-000085,10-K,20150930,20151119,20151118,HORTON D R INC /DE/,0930,8024.9,10824,12157.4,533.5,750.7,886.3,0.06648057919724856,0.06935513673318552,0.0729021007781269,0.3488018542287132,0.12318920916481889,0.0028745575359369613,0.0035469640449413697
907,DHI,DHI US         d,882184,2016,0000882184-16-000203,10-K,20160930,20161118,20161118,HORTON D R INC /DE/,0930,10824,12157.4,14091,750.7,886.3,1038.4,0.06935513673318552,0.0729021007781269,0.07369242779078845,0.12318920916481889,0.15904716468981858,0.0035469640449413697,0.0007903270126615597
908,DHI,DHI US         d,882184,2017,0000882184-17-000103,10-K,20170930,20171115,20171115,HORTON D R INC /DE/,0930,12157.4,14091,16068,886.3,1038.4,1460.3,0.0729021007781269,0.07369242779078845,0.090882499377645,0.15904716468981858,0.1403023206301895,0.0007903270126615597,0.01719007158685655
909,DHI,DHI US         d,882184,2018,0000882184-18-000120,10-K,20180930,20181116,20181116,HORTON D R INC /DE/,0930,14091,16068,17592.9,1038.4,1460.3,1618.5,0.07369242779078845,0.090882499377645,0.09199733983595654,0.1403023206301895,0.09490291262135932,0.01719007158685655,0.0011148404583115334
910,DHI,DHI US         d,882184,2019,0000882184-19-000147,10-K,20190930,20191125,20191125,HORTON D R INC /DE/,0930,16068,17592.9,20311.1,1460.3,1618.5,2373.7,0.090882499377645,0.09199733983595654,0.11686713176538936,0.09490291262135932,0.15450551074581206,0.0011148404583115334,0.024869791929432825
911,DHI,DHI US         d,882184,2020,0000882184-20-000143,10-K,20200930,20201120,20201119,HORTON D R INC /DE/,0930,17592.9,20311.1,0,1618.5,2373.7,0,0.09199733983595654,0.11686713176538936,,0.15450551074581206,-1.0,0.024869791929432825,
912,DLR,DLR US         d,1297996,2004,0001193125-05-067198,10-K,20041231,20050331,20050331,"Digital Realty Trust, Inc.",1231,0,107.12,202.71,0,6.169,6.087,,0.05758961911874533,0.03002811898771644,inf,0.8923637042569081,,-0.02756150013102889
913,DLR,DLR US         d,1297996,2005,0001193125-06-056430,10-K,20051231,20060316,20060316,"Digital Realty Trust, Inc.",0726,107.12,202.71,273.35,6.169,6.087,17.612,0.05758961911874533,0.03002811898771644,0.06443021766965427,0.8923637042569081,0.34847812145429435,-0.02756150013102889,0.03440209868193783
914,DLR,DLR US         d,1297996,2006,0001193125-07-044416,10-K,20061231,20070301,20070301,"Digital Realty Trust, Inc.",0726,202.71,273.35,397.53,6.087,17.612,21.262,0.03002811898771644,0.06443021766965427,0.053485271551832574,0.34847812145429435,0.4542893725992315,0.03440209868193783,-0.0109449461178217
915,DLR,DLR US         d,1297996,2007,0001193125-08-043850,10-K,20071231,20080229,20080229,"Digital Realty Trust, Inc.",1231,273.35,397.53,637.14,17.612,21.262,47,0.06443021766965427,0.053485271551832574,0.07376714693787864,0.4542893725992315,0.6027469624933968,-0.0109449461178217,0.020281875386046068
916,DLR,DLR US         d,1297996,2009,0001193125-10-043123,10-K,20091231,20100226,20100226,"Digital Realty Trust, Inc.",1231,397.53,637.14,865.4,21.262,47,58,0.053485271551832574,0.07376714693787864,0.06702103073723134,0.6027469624933968,0.3582572119157485,0.020281875386046068,-0.006746116200647301
917,DLR,DLR US         d,1297996,2010,0001193125-11-047638,10-K,20101231,20110225,20110225,"Digital Realty Trust, Inc.",1231,637.14,865.4,1482.26,47,58,272,0.07376714693787864,0.06702103073723134,0.18350356887455643,0.3582572119157485,0.7128033279408367,-0.006746116200647301,0.11648253813732509
918,DLR,DLR US         d,1297996,2013,0001193125-14-078397,10-K,20131231,20140303,20140228,"Digital Realty Trust, Inc.",1231,865.4,1482.26,1482.26,58,272,272,0.06702103073723134,0.18350356887455643,0.18350356887455643,0.7128033279408367,0.0,0.11648253813732509,0.0
919,DLR,DLR US         d,1297996,2013,0001193125-14-080989,10-K/A,20131231,20140304,20140303,"Digital Realty Trust, Inc.",1231,1482.26,1482.26,1616.44,272,272,133,0.18350356887455643,0.18350356887455643,0.0822795773428027,0.0,0.09052392967495586,0.0,-0.10122399153175374
920,DLR,DLR US         d,1297996,2014,0001297996-15-000010,10-K,20141231,20150302,20150302,"Digital Realty Trust, Inc.",1231,1482.26,1616.44,1763.34,272,133,217,0.18350356887455643,0.0822795773428027,0.12306191659010741,0.09052392967495586,0.0908787211402835,-0.10122399153175374,0.04078233924730472
921,DLR,DLR US         d,1297996,2015,0001297996-16-000260,10-K/A,20151231,20160928,20160928,"Digital Realty Trust, Inc.",1231,1616.44,1763.34,2142.21,133,217,332,0.0822795773428027,0.12306191659010741,0.15498013733480845,0.0908787211402835,0.21485930109905074,0.04078233924730472,0.031918220744701034
922,DLR,DLR US         d,1297996,2016,0001297996-17-000020,10-K,20161231,20170301,20170301,"Digital Realty Trust, Inc.",1231,1763.34,2142.21,2457.93,217,332,173,0.12306191659010741,0.15498013733480845,0.07038442917414248,0.21485930109905074,0.14738050891369184,0.031918220744701034,-0.08459570816066597
923,DLR,DLR US         d,1297996,2017,0001297996-18-000026,10-K,20171231,20180301,20180228,"Digital Realty Trust, Inc.",1231,2142.21,2457.93,3903.61,332,173,263,0.15498013733480845,0.07038442917414248,0.06737353372903543,0.14738050891369184,0.5881697200489845,-0.08459570816066597,-0.003010895445107048
924,DLR,DLR US         d,1297996,2020,0001558370-21-002191,10-K,20201231,20210301,20210301,"DIGITAL REALTY TRUST, INC.",1231,2457.93,3903.61,0,173,263,0,0.07038442917414248,0.06737353372903543,,0.5881697200489845,-1.0,-0.003010895445107048,
925,DLTR,DLTR US        d,935703,2001,0000935703-02-000009,10-K,20011231,20020314,Not found,DOLLAR TREE STORES INC,1231,0,1987.27,2329.19,0,123.08,154.65,,0.06193421125463575,0.0663964725934767,inf,0.17205513090823094,,0.0044622613388409435
926,DLTR,DLTR US        d,935703,2002,0000935703-03-000010,10-K,20021231,20030328,Not found,DOLLAR TREE STORES INC,1231,1987.27,2329.19,,123.08,154.65,,0.06193421125463575,0.0663964725934767,,0.17205513090823094,,0.0044622613388409435,
927,DLTR,DLTR US        d,935703,2003,0000935703-04-000034,10-K,20031231,20040413,Not found,DOLLAR TREE STORES INC,1231,2329.19,,3126.01,154.65,,180.25,0.0663964725934767,,0.05766136384720458,,,,
928,DLTR,DLTR US        d,935703,2005,0001193125-05-076605,10-K,20050129,20050414,20050414,DOLLAR TREE STORES INC,0131,,3126.01,4242.6,,180.25,201.3,,0.05766136384720458,0.04744732003959836,,0.35719335510762923,,-0.010214043807606217
929,DLTR,DLTR US        d,935703,2008,0000935703-08-000048,10-K,20080202,20080401,20080401,DOLLAR TREE INC,0131,3126.01,4242.6,4644.9,180.25,201.3,229.5,0.05766136384720458,0.04744732003959836,0.04940902925789576,0.35719335510762923,0.09482392872295273,-0.010214043807606217,0.0019617092182974
930,DLTR,DLTR US        d,935703,2009,0000935703-09-000013,10-K,20090131,20090326,20090326,DOLLAR TREE INC,0131,4242.6,4644.9,5231.2,201.3,229.5,320.5,0.04744732003959836,0.04940902925789576,0.06126701330478666,0.09482392872295273,0.12622446123705575,0.0019617092182974,0.011857984046890903
