TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
CINF,CINF US        d,20286,2014,4945,525,0000020286-15-000011,10-K,20141231,20150227,20150227,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2015,5142,634,0000020286-16-000055,10-K,20151231,20160226,20160226,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2016,5449,591,0000020286-17-000013,10-K,20161231,20170224,20170224,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2017,5732,1045,0000020286-18-000012,10-K,20171231,20180223,20180223,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2018,5407,287,0000020286-19-000012,10-K,20181231,20190222,20190222,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2019,7924,1997,0000020286-20-000011,10-K,20191231,20200225,20200225,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2020,7536,1216,0000020286-21-000013,10-K,20201231,20210225,20210225,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2021,9630,2946,0000020286-22-000012,10-K,20211231,20220224,20220224,CINCINNATI FINANCIAL CORP,1231
CINF,CINF US        d,20286,2022,6557,-486,0000020286-23-000008,10-K,20221231,20230223,20230223,CINCINNATI FINANCIAL CORP,1231
CMCSA,CMCSA US      d,1166691,2011,55842,4160,0001193125-12-073905,10-K,20111231,20120223,20120223,COMCAST CORP,1231
CMCSA,CMCSA US      d,1166691,2012,62570,6203,0001193125-13-067658,10-K,20121231,20130221,20130220,COMCAST CORP,1231
CMCSA,CMCSA US      d,1166691,2016,80736,8678,0001193125-17-030512,10-K,20161231,20170203,20170203,COMCAST CORP,1231
CMCSA,CMCSA US      d,1166691,2017,85029,22735,0001166691-18-000004,10-K,20171231,20180131,20180131,COMCAST CORP,1231
CMI,CMI US         d,26172,2005,9918,550,0001104659-06-012743,10-K,20051231,20060228,20060228,CUMMINS INC,1231
CMI,CMI US         d,26172,2007,13048,739,0001047469-08-001743,10-K,20071231,20080226,20080226,CUMMINS INC,1231
CMI,CMI US         d,26172,2008,14342,755,0001047469-09-001963,10-K,20081231,20090227,20090227,CUMMINS INC,1231
CMS,CMS US         d,811156,2017,6583,460,0001104659-18-009493,10-K,20171231,20180214,20180214,CMS ENERGY CORP,1231
CMS,CMS US         d,811156,2019,6624,680,0000811156-20-000004,10-K,20191231,20200206,20200206,CMS ENERGY CORP,1231
CMS,CMS US         d,811156,2020,6418,755,0000811156-21-000016,10-K,20201231,20210211,20210211,CMS ENERGY CORP,1231
CMS,CMS US         d,811156,2021,7329,1353,0000811156-22-000048,10-K,20211231,20220210,20220210,CMS ENERGY CORP,1231
CMS,CMS US         d,811156,2022,8596,837,0000811156-23-000014,10-K,20221231,20230209,20230209,CMS ENERGY CORP,1231
CNC,CNC US         d,1071739,2003,769.73,33.27,0001193125-04-215624,10-K/A,20031231,20041217,20041217,CENTENE CORP,Not found
CNC,CNC US         d,1071739,2009,4102.86,83.67,0001071739-10-000009,10-K,20091231,20100222,20100222,CENTENE CORP,Not found
CNP,CNP US         d,1130310,2006,9319,432,0000950134-07-004335,10-K,20061231,20070228,20070228,CENTERPOINT ENERGY INC,Not found
CNP,CNP US         d,1130310,2007,9623,399,0000950134-08-003670,10-K,20071231,20080228,20080228,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2008,11322,446,0001130310-09-000004,10-K,20081231,20090225,20090225,CENTERPOINT ENERGY INC,724
CNP,CNP US         d,1130310,2009,8281,372,0001130310-10-000006,10-K,20091231,20100226,20100226,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2010,8785,442,0001130310-11-000006,10-K,20101231,20110301,20110301,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2011,8450,1357,0001130310-12-000011,10-K,20111231,20120229,20120229,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2012,7452,417,0001130310-13-000006,10-K,20121231,20130227,20130227,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2013,8106,311,0001130310-14-000005,10-K,20131231,20140226,20140226,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2014,9226,611,0001130310-15-000008,10-K,20141231,20150226,20150226,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2015,7386,-692,0001130310-16-000031,10-K,20151231,20160226,20160226,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2016,7528,432,0001130310-17-000006,10-K,20161231,20170228,20170228,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2017,9614,1792,0001130310-18-000003,10-K,20171231,20180222,20180222,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2018,10589,368,0001130310-19-000016,10-K,20181231,20190228,20190228,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2019,7564,791,0001130310-20-000016,10-K,20191231,20200227,20200227,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2020,7418,-773,0001130310-21-000009,10-K,20201231,20210225,20210225,CENTERPOINT ENERGY INC,1231
CNP,CNP US         d,1130310,2021,8352,1486,0001130310-22-000023,10-K,20211231,20220222,20220222,CENTERPOINT ENERGY INC,1231
COF,COF US         d,927628,2005,12084.99,1809.15,0001193125-06-044064,10-K,20051231,20060302,20060302,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2006,15236.82,2485.56,0001193125-07-044343,10-K,20061231,20070301,20070301,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2007,19132.38,1570.33,0001193125-08-043757,10-K,20071231,20080229,20080229,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2008,17855.97,-46,0001193125-09-039271,10-K,20081231,20090226,20090226,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2018,32377,6015,0000927628-19-000093,10-K,20181231,20190220,20190220,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2019,33766,5546,0000927628-20-000102,10-K,20191231,20200220,20200220,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2020,31643,2714,0000927628-21-000094,10-K,20201231,20210225,20210225,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2021,32033,12390,0000927628-22-000106,10-K,20211231,20220225,20220225,CAPITAL ONE FINANCIAL CORP,1231
COF,COF US         d,927628,2022,38373,7360,0000927628-23-000117,10-K,20221231,20230224,20230224,CAPITAL ONE FINANCIAL CORP,1231
COO,COO US         d,711404,2006,858.96,66.23,0001193125-06-259322,10-K,20061031,20061226,20061222,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2007,950.64,-11.19,0001193125-07-270797,10-K,20071031,20071226,20071226,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2008,1047.38,65.48,0001193125-08-257120,10-K,20081031,20081219,20081219,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2009,1080.42,100.55,0001193125-09-256112,10-K,20091031,20091221,20091218,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2010,1158.52,112.8,0001193125-10-283357,10-K,20101031,20101217,20101217,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2011,1330.84,175.43,0001193125-11-343993,10-K,20111031,20111216,20111216,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2012,1445.14,248.34,0000711404-12-000011,10-K,20121031,20121220,20121219,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2013,1587.73,296.15,0000711404-13-000012,10-K,20131031,20131220,20131220,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2014,1717.78,269.86,0000711404-14-000017,10-K,20141031,20141219,20141219,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2015,1797.06,203.52,0000711404-15-000021,10-K,20151031,20151218,20151218,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2016,1966.8,273.9,0000711404-16-000042,10-K,20161031,20161222,20161222,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2017,2139,372.9,0000711404-17-000044,10-K,20171031,20171222,20171222,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2018,2532.8,139.9,0000711404-18-000047,10-K,20181031,20181221,20181221,COOPER COMPANIES INC,1031
COO,COO US         d,711404,2019,2653.4,466.7,0000711404-19-000051,10-K,20191031,20191220,20191220,"COOPER COMPANIES, INC.",1031
COO,COO US         d,711404,2020,2430.9,238.4,0000711404-20-000042,10-K,20201031,20201211,20201211,"COOPER COMPANIES, INC.",1031
COO,COO US         d,711404,2021,2922.5,2944.7,0000711404-21-000038,10-K,20211031,20211210,20211210,"COOPER COMPANIES, INC.",1031
COO,COO US         d,711404,2022,3308.4,385.8,0000711404-22-000053,10-K,20221031,20221209,20221209,"COOPER COMPANIES, INC.",1031
COO,COO US         d,711404,2023,3593.2,294.2,0000711404-23-000072,10-K,20231031,20231208,20231208,"COOPER COMPANIES, INC.",1031
COP,COP US         d,1163165,2004,118719,8050,0000950129-05-001641,10-K,20041231,20050225,20050225,CONOCOPHILLIPS,1231
COP,COP US         d,1163165,2007,171500,11891,0000950129-08-001094,10-K,20071231,20080222,20080221,CONOCOPHILLIPS,1231
COP,COP US         d,1163165,2011,64196,12436,0001193125-12-070636,10-K,20111231,20120221,20120221,CONOCOPHILLIPS,1231
COP,COP US         d,1163165,2020,18784,-2701,0001562762-21-000027,10-K,20201231,20210216,20210216,CONOCOPHILLIPS,1231
COP,COP US         d,1163165,2021,45828,8079,0001562762-22-000031,10-K,20211231,20220217,20220217,CONOCOPHILLIPS,1231
COP,COP US         d,1163165,2022,78494,18680,0001163165-23-000006,10-K,20221231,20230216,20230216,CONOCOPHILLIPS,1231
COST,COST US        d,909832,2003,42545.55,721,0001193125-03-085292,10-K,20030831,20031121,Not found,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2004,48106.99,882.39,0001193125-04-195535,10-K,20040829,20041112,20041112,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2005,52952.23,1063.09,0001193125-05-223245,10-K,20050828,20051110,20051110,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2006,60151.23,1103.21,0001193125-06-238399,10-K,20060903,20061117,20061117,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2007,64400.16,1082.77,0001193125-07-225805,10-K,20070902,20071025,20071025,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2008,72483.02,1282.72,0001193125-08-211709,10-K,20080831,20081016,20081016,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2008,72483.02,1282.72,0001193125-08-212377,10-K/A,20080831,20081017,20081017,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2009,71422,1086,0001193125-09-208963,10-K,20090830,20091016,20091016,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2010,77946,1303,0001193125-10-230379,10-K,20100829,20101018,20101015,COSTCO WHOLESALE CORP /NEW,830
COST,COST US        d,909832,2011,88915,1462,0001193125-11-271844,10-K,20110828,20111014,20111014,COSTCO WHOLESALE CORP /NEW,828
COST,COST US        d,909832,2012,99137,1709,0001193125-12-428890,10-K,20120902,20121019,20121019,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2013,105156,2039,0001445305-13-002422,10-K,20130901,20131016,20131016,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2014,112640,2058,0000909832-14-000021,10-K,20140831,20141015,20141015,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2015,116199,2377,0000909832-15-000014,10-K,20150830,20151014,20151013,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2016,118719,2350,0000909832-16-000032,10-K,20160828,20161012,20161011,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2017,129025,2679,0000909832-17-000014,10-K,20170903,20171018,20171017,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2018,141576,3134,0000909832-18-000013,10-K,20180902,20181026,20181026,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2019,152703,3659,0000909832-19-000019,10-K,20190901,20191011,20191010,COSTCO WHOLESALE CORP /NEW,902
COST,COST US        d,909832,2020,166761,4002,0000909832-20-000017,10-K,20200830,20201007,20201006,COSTCO WHOLESALE CORP /NEW,901
COST,COST US        d,909832,2021,195929,5007,0000909832-21-000014,10-K,20210829,20211006,20211005,COSTCO WHOLESALE CORP /NEW,901
COST,COST US        d,909832,2022,226954,5844,0000909832-22-000021,10-K,20220828,20221005,20221004,COSTCO WHOLESALE CORP /NEW,901
COST,COST US        d,909832,2023,242290,6292,0000909832-23-000042,10-K,20230903,20231011,20231010,COSTCO WHOLESALE CORP /NEW,903
CPB,CPB US         d,16732,2020,8691,1628,0000016732-20-000111,10-K,20200802,20200924,20200924,CAMPBELL SOUP CO,802
CPB,CPB US         d,16732,2021,8476,1002,0000016732-21-000103,10-K,20210801,20210923,20210923,CAMPBELL SOUP CO,802
CPB,CPB US         d,16732,2022,8562,757,0000016732-22-000093,10-K,20220731,20220922,20220922,CAMPBELL SOUP CO,802
CPB,CPB US         d,16732,2023,9357,858,0000016732-23-000109,10-K,20230730,20230921,20230921,CAMPBELL SOUP CO,730
CPRT,CPRT US       d,900075,2004,400.8,79.22,0000950134-04-015006,10-K,20040731,20041014,20041014,COPART INC,731
CPRT,CPRT US       d,900075,2005,447.73,102.12,0001104659-05-048573,10-K,20050731,20051014,20051014,COPART INC,731
CPRT,CPRT US       d,900075,2006,528.57,96.95,0001104659-06-069980,10-K,20060731,20061031,20061031,COPART INC,731
CPRT,CPRT US       d,900075,2007,560.68,136.34,0001104659-07-072450,10-K,20070731,20071001,20071001,COPART INC,731
CPRT,CPRT US       d,900075,2008,784.85,156.93,0001047469-08-010447,10-K,20080731,20080929,20080929,COPART INC,731
CPRT,CPRT US       d,900075,2009,743.08,141.1,0001047469-09-008622,10-K,20090731,20090929,20090929,COPART INC,731
CPRT,CPRT US       d,900075,2010,772.88,151.63,0001047469-10-008242,10-K,20100731,20100923,20100923,COPART INC,731
CPRT,CPRT US       d,900075,2013,1046.39,180.03,0001145443-13-001938,10-K,20130731,20130930,20130930,COPART INC,731
CPRT,CPRT US       d,900075,2014,1163.49,178.69,0001145443-14-001196,10-K,20140731,20140929,20140929,COPART INC,731
CPRT,CPRT US       d,900075,2015,1146.08,219.78,0001628280-15-007286,10-K,20150731,20150925,20150925,COPART INC,731
CPRT,CPRT US       d,900075,2016,1268.45,270.36,0000900075-16-000081,10-K,20160731,20160928,20160928,COPART INC,731
CPRT,CPRT US       d,900075,2017,1447.98,394.23,0000900075-17-000044,10-K,20170731,20170928,20170927,COPART INC,731
CPRT,CPRT US       d,900075,2019,2041.96,591.69,0000900075-19-000022,10-K,20190731,20190930,20190930,COPART INC,731
CPRT,CPRT US       d,900075,2020,2205.58,699.91,0000900075-20-000021,10-K,20200731,20200928,20200928,COPART INC,731
CPRT,CPRT US       d,900075,2021,2692.51,936.5,0000900075-21-000022,10-K,20210731,20210927,20210927,COPART INC,731
CPRT,CPRT US       d,900075,2022,3500.92,1090.13,0000900075-22-000050,10-K,20220731,20220927,20220927,COPART INC,731
CPRT,CPRT US       d,900075,2023,3869.52,1237.74,0000900075-23-000034,10-K,20230731,20230928,20230928,COPART INC,731
CPT,CPT US         d,906345,2010,609.62,23.22,0000950123-11-017763,10-K,20101231,20110224,20110224,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2012,710.66,283.39,0000906345-13-000003,10-K,20121231,20130215,20130215,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2013,800.54,336.36,0000906345-14-000005,10-K,20131231,20140221,20140221,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2014,853.81,292.09,0000906345-15-000007,10-K,20141231,20150220,20150220,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2015,842.62,249.32,0000906345-16-000044,10-K,20151231,20160219,20160219,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2016,883.31,819.82,0000906345-17-000009,10-K,20161231,20170213,20170213,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2017,909.07,196.42,0000906345-18-000007,10-K,20171231,20180216,20180216,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2019,1037.16,219.62,0000906345-20-000008,10-K,20191231,20200220,20200220,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2020,1054.64,123.91,0000906345-21-000010,10-K,20201231,20210218,20210218,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2021,1154.12,303.91,0000906345-22-000009,10-K,20211231,20220217,20220217,CAMDEN PROPERTY TRUST,1231
CPT,CPT US         d,906345,2022,1427.94,653.61,0000906345-23-000008,10-K,20221231,20230223,20230223,CAMDEN PROPERTY TRUST,1231
CRL,CRL US         d,1100682,2002,554.63,50.13,0001047469-03-009461,10-K,20021228,20030320,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2003,613.72,80.15,0001047469-04-007257,10-K,20031227,20040310,Not found,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2004,766.92,89.79,0001047469-05-005909,10-K,20041225,20050309,20050309,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2005,993.33,142,0001104659-06-016438,10-K,20051231,20060314,20060314,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2006,1058.39,-55.78,0001104659-07-014407,10-K,20061230,20070227,20070227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2007,1230.63,154.41,0001047469-08-001507,10-K,20071229,20080220,20080220,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Not found
CRL,CRL US         d,1100682,2008,1343.49,-524.51,0001047469-09-001689,10-K,20081227,20090223,20090223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2009,1171.64,114.44,0001047469-10-001012,10-K,20091226,20100219,20100219,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2010,1133.42,-336.67,0001047469-11-001182,10-K,20101225,20110223,20110223,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2011,1142.65,109.57,0001518519-12-000030,10-K,20111231,20120227,20120227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2012,1129.53,97.3,0001445305-13-000358,10-K,20121229,20130227,20130227,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2013,1165.53,102.83,0001445305-14-000599,10-K,20131228,20140225,20140225,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2014,1297.66,126.7,0001628280-15-000785,10-K,20141227,20150217,20150217,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1227
CRL,CRL US         d,1100682,2016,1681.43,154.76,0001100682-17-000003,10-K,20161231,20170214,20170214,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231
CRL,CRL US         d,1100682,2017,1857.6,123.36,0001100682-18-000005,10-K,20171230,20180213,20180213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1231
CRL,CRL US         d,1100682,2018,2266.1,226.37,0001100682-19-000004,10-K,20181229,20190213,20190213,CHARLES RIVER LABORATORIES INTERNATIONAL INC,1229
CRL,CRL US         d,1100682,2019,2621.23,252.02,0001100682-20-000005,10-K,20191228,20200211,20200211,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1228
CRL,CRL US         d,1100682,2020,2923.93,364.3,0001100682-21-000005,10-K,20201226,20210217,20210217,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1226
CRL,CRL US         d,1100682,2021,3540.16,390.98,0001100682-22-000007,10-K,20211225,20220216,20220216,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1225
CRL,CRL US         d,1100682,2022,3976.06,486.23,0001100682-23-000006,10-K,20221231,20230222,20230222,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1231
CSCO,CSCO US        d,858877,2014,47142,7853,0000858877-14-000029,10-K,20140726,20140909,20140909,"CISCO SYSTEMS, INC.",728
CSCO,CSCO US        d,858877,2019,51904,11621,0000858877-19-000012,10-K,20190727,20190905,20190905,"CISCO SYSTEMS, INC.",727
CSCO,CSCO US        d,858877,2021,49818,10591,0000858877-21-000013,10-K,20210731,20210909,20210909,"CISCO SYSTEMS, INC.",731
CSCO,CSCO US        d,858877,2022,51557,11812,0000858877-22-000013,10-K,20220730,20220908,20220908,"CISCO SYSTEMS, INC.",730
CSGP,CSGP US       d,1057352,2001,72.51,-20.16,0000950133-02-001247,10-K405,20011231,20020328,Not found,COSTAR GROUP INC,1231
CSGP,CSGP US       d,1057352,2002,79.36,-4.78,0000950133-03-001053,10-K,20021231,20030328,Not found,COSTAR GROUP INC,1231
CSGP,CSGP US       d,1057352,2002,79.36,-4.78,0000950133-03-003441,10-K/A,20021231,20031015,Not found,COSTAR GROUP INC,1231
